,title,artist,lyrics
51,Fucker,Eels,"Came home tonight
Felt like I'd die of loneliness
Strange you think
Popularity

Looking for a simple life
Life ain't simple
I'm tired and sick but I
Don't want to be alone

I'll go to a party
But I don't really want to
For now I'm sitting out here on my porch
Writing in the dark air
Listening to
My little black cat maow

Trying to vent some of the terrible passion
That's coursing through me
Something about you
Something about spending the afternoon
Asleep in your arms

I hate you
Fucker"
52,Suicide Life,Eels,"You think you'll get under ol' monsieur's lid
And try to imagine all the things that he did
You don't know where I'm gonna go
You don't know where I'll go

I'll go none too bravely
Into the night
I'm so tired of living
The suicide life
That ain't no reason to live

Wake up in the night and think of all the years
Falling from the ceiling and covering your ears
You don't know how you're gonna get out
You don't know how you'll get out

I'll go none too bravely
Into the night
I'm so tired of living
The suicide life
That ain't no reason to live

Call up your best friend
And tell him a lie
You've got to be kidding
I'm not really high
I don't know where I'm gonna go
I don't know where I'll go

I'll go none too bravely
Into the night
I'm so tired of living
The suicide life
That ain't no reason to live"
53,Susan's House Acoustic,Eels,"Goin' over to Susan's house walking south down Baxter street
Nothin' hidin' behind this picket fence
There's a crazy old woman smashing bottles
On the sidewalk where her house burnt down 2 years ago
People say back then she really wasn't that crazy

Goin' over to Susan's house
Goin' over to Susan's house
I can't be alone tonight

Down by the donut prince a 15 year old boy
Lies on the sidewalk with a bullet in his forehead
In a final act of indignity the paramedics take off all his clothes
For the whole world to see while they put him in the bag
Meanwhile an old couple argues inside the Queen Bee
The sick fluorescent light shimmering on their skin

Goin' over to Susan's house
Goin' over to Susan's house
She's gonna make you right

Take a left down Echo Park a kid asked do I want some crack
TV sets are spewing bay watch through the windows into black

Here comes a girl with long brown hair who can't be more than 17
She sucks on a red Popsicle while she pushes a baby girl in a pink carriage
And I'm thinking that must be her sister, that must be her sister right?
They go into the 7-eleven and I keep walking and I keep walking

Goin' over to Susan's house
Goin' over to Susan's house
I can't be alone tonight
Goin' over to Susan's house"
54,"Souljacker, Pt. II",Eels,"Souljacker can't get my soul
Ate my carcass in a black manhole
Souljacker can't get my soul
He can shoot me up full of bullet holes
But the souljacker can't get my soul

Souljacker can't get my soul
Left my carcass with the worms and moles
Souljacker can't get my soul
He can hang my neck from the old flagpole
But the souljacker can't get my soul"
56,The Deconstruction,Eels,"The deconstruction has begun
Time for me to fall apart
And if you think that it was rough
I tell you nothing changes
Till you start to break it down

And break apart
I'll break apart
I'll break apart
Right now it's going to start
I'll break apart

The reconstruction will begin
Only when there's nothing left
But little pieces on the floor
They're made of what I was
Before I had to break it down

And break apart
I'll break apart
I'll break apart
Right now it's going to start
I'll break apart

And every block you've built on
It's going to come right out

And break apart
I'll break apart
I'll break apart
Right now it's going to start
I'll break apart
Right now it's going to start
I'll break apart

I'll break apart

I'll break apart"
57,I'm a Hummingbird,Eels,"The old oak tree had roots so far down in the ground
I fell from it and hit the dirt without a sound
I dreamt at night of growing wings so I could fly
A caterpillar to a moth before I die

I plodded through, ordinarily earthbound
I knew my feet could never leave the ground
I went about my way, unsteady and afraid
How could I know I was headed for this day?
All the seconds
And the minutes
And the hours
And the days
And the weeks
And the months
And the years of my life

It was all worth it
To be here now

I'm a hummingbird
Floatin' tree to tree
I'm a hummingbird
Beautiful and free

The old oak tree was dead, I had to cut it down
The sapling roots were new and sprouting through the ground
New worlds were taking shape, unseen and unknown
A branch to rest upon
A place to call my own

Something had changed, and I'm not sure how or why
I wasn't dreaming, I was awake, I was alive
Gave up the ghost, he had nothing left to say
But it was him who brought me to this day
All the seconds
And the minutes
And the hours
And the days
And the weeks
And the months
And the years of my life

It was all worth it
To be here now

I'm a hummingbird
Floatin' tree to tree
I'm a hummingbird
Beautiful and free"
58,The Stars Shine in the Sky Tonight,Eels,"I can't live in a world that you have left behind
Seen a lot, been through too much
But this is where I draw the line

It's not where you're coming from
It's where you're going to
And I just want to go with you

December it's a lonely month
In a year of lonely days
It's hard to tell which way is up
Or down or out or through the haze

People cheat and people lie
While you just watch it all go by
Counting days until you die

The stars shine in the sky tonight
Like a path beyond the grave
When you wish upon the star
There's two of us you need to save

It's not where you're coming from
It's where you're going to
And I just want to go with you"
60,Man Up,Eels,"In my heart of hearts I know it well
Been giving myself the soft sell
Anyone can see that I've been running away
Not facing the day that's here

It's time to man up
I'm man enough
It's time to man up
I'm man enough
I'm man enough for you
It's time to man up

The phone is off, the blinds are down
Me and my heart are out of town
The sign is hammered up
Do not disturb
Don't say another word to me

It's time to man up
I'm man enough
I'm man enough for you
It's time to man up
I'm man enough
I'm man enough for you
It's time to man up

In my heart of hearts I know it well
I hit the ground hard when I fell
Not licking wounds but more like sewing them up
Man it was rough for me

But it's time to man up
I'm man enough
I'm man enough for you
It's time to man up
I'm man enough
I'm man enough for you
It's time to man up"
62,There's Something Strange,Eels,"The kids are screaming and the wife is crying
Sunday morning ain’t no time to find
Things are breaking he is rabid he is riven
It’s very clear that the kids are not alright

When grey told me that he didn’t like my curtains
Just to sad, in [?] not keys
He turns some classic rock on the radio
And points the speakers right in my face

There’s something strange going on over there
Somebody should call the cops I swear
I don’t know what’s going on for sure
Inside the nightmare next door

The walls are shaking with his mannin foot steps
Look out for vulcano, she’s gonna blow
The kids are crying out I know that ain’t please
It throws the christmas tree right out the window

There’s something strange going on over there
Somebody should call the cops I swear
I don’t know what’s going on for sure
Inside the nightmare next door

It starts the day with the hit on the porche and
He wakes us up with a hackin [?]
He in some night on a basketball court
I’m tryina sleep you stupid git!

There’s something strange going on over there
Somebody should call the cops I swear
I don’t know what’s going on for sure
Inside the nightmare next door
Somebody should call the cops I swear."
63,Novocaine for the Soul,Eels,"Life is hard
And so am I
You'd better give me something
So I don't die
Novocaine for the soul
Before I sputter out
Before I sputter out

Life is white
And I am black
Jesus and his lawyer
Are coming back
Oh my darling
Will you be here
Before I sputter out
Before I sputter out
Before I sputter out

Guess who's living here with the great undead
This paint by numbers life is fucking with my head, once again

Life is good
And I feel great
'Cause mother says I was
A great mistake
Novocaine for the soul
You'd better give me something to fill the hole
Before I sputter out
Before I sputter out
Before I sputter out
Before I sputter out"
66,Trouble With Dreams,Eels,"There's nothing that I want to do
More than get alone and be with you
Trouble with dreams is they don't come true
And when they do they can't catch up to you

You don't need a thing from me
But I need something big from you
'Cause you know I've got an awful lot of big dreams

I'm walking down a lonely road
Clear to me now but I was never told
Trouble with dreams is you never know
When to hold on and when to let go

If you let me down it's alright
At least that leaves something for me
'Cause you know I've got an awful lot of big dreams

This is the life that I must lead now
Crossing fingers and wiping brow
Trouble with dreams is you can't pretend
Something with no beginning has no end

You don't need a thing from me
But I need something big from you
'Cause you know I've got an awful lot of big dreams"
67,Walking Cloud,Eels,"Well I just heard it the other day
My little lady got things she don't say
In front of me and I'm not to proud
She tells her friends my name is walking cloud

Well it sounds to me like an Indian name
And I'm not so sure that I want my fame
To hinge on the fact that I'm a bad egg
She says I'm like a big black cloud on legs

Well I'm not so bad I must defend myself
I like dogs and birds and records on the shelf
Well it's a crazy mixed up life
When it's hard for man and wife
To get along in a crowd
When you're walking cloud

Well I guess I can be such a bitter old f*ck
And it's true that I've fallen on some pretty hard luck
But I think she's forgetting all the things we vowed
Ain't it wrong to call your man a walking cloud?

Cause I'm not so bad I must defend myself
I like dogs and birds and records on the shelf
Well it's a crazy mixed up life
When it's hard for man and wife
To get along in a crowd
When you're walking cloud

Well I just heard it the other day
My little lady got things she don't say
In front of me and I'm not to proud
She tells her friends my name is walking cloud"
69,Are We Alright Again,Eels,"Walking down the street
Or walking on the moon
What's it matter
Now to my cocoon?
Step into the sunshine
Man, it feels good
Birds and bees jamming
A theme for the neighborhood

Are we alright again?
Are we around he bend?
Am I lucky or brave?
Are you stronger today?
Are we alright again?
Yeah, I think we're alright

Look up at the sky
Don't you think you could
Birds and bees jamming
Their tune for the neighborhood, they sing
""Do you wanna fly?"" Hmm
""Do you wanna get high?"" Yeah, I do
""High up here where we are,"" let me up there
""Well, don't you know it's not that far?""

Are we alright again?
Are we all on the mend?
Am I lucky or brave?
Are you stronger today?
Are we alright again?
Yeah, I think we're alright

Looking back, I don't know how
But I can see clear up ahead
Smiling skies with a chance of ""yes""
Maybe it's time to get out of bed

Hey, Mr. Bluebird, give me a hit of that
And pass it over to that mangy cat
Well, he's been through a lot now, more than you and me
Let's give him what we've got, that's who you wanna be

Are we alright again?
Can I finally attend?
Am I lucky or brave?
Are you stronger today?
Are we alright again?
We are all among friends
Are you lucky or brave?
Am I stronger today?
Are we alright again?
Yeah, I think we're alright"
70,Love of the Loveless,Eels,"Don't got a lot of time
Don't give a damn
Don't tell me what to do
I am the man
If there's a god up there
Something above
God, shine your light down here
Shine on the love
Love of the loveless
Love of the loveless

Don't have too many friends
Never felt at home
Always been my own man
Pretty much alone
I know how to get through
And when push comes to shove
I got something that you need
I got the love
Love of the loveless
Love of the loveless
Love of the loveless
For love of the loveless

All around you people walking
Empty hearts and voices talking
Looking for and finding
Nothing

Don't got a lot of time
Don't really care
Not selling anything
Buyer beware
If there's a god up there
Something above
God, shine your light down here
Shine on the love
Love of the loveless
Love of the loveless
Love of the loveless
For love of the loveless

Don't got a lot of time
Don't give a damn
Don't tell me what to do
I am the man
Love of the loveless
Love of the loveless
For love of the loveless
Love of the loveless"
72,Mr. E’s Beautiful Blues,Eels,"The smokestack is spitting black soot into the sooty sky
The load on the road brings a tear to the Indian's eye
The Elephant won't forget what it's like inside his cage
The Ringmaster's Telecaster sings on an empty stage

Uh-huh
God damn right it's a beautiful day Uh-huh
God damn right it's a beautiful day Uh-huh
Oh

The girl with the curls and the sweet pink ribbon in her hair
She's crawlin' out her window 'cause her daddy just don't care
(Come on!)

Uh-huh
God damn right it's a beautiful day Uh-huh
God damn right it's a beautiful day Uh-huh

The clown with the frown driving down to the sidewalk fair
Finger on the trigger let me tell you it's quite a scare

Uh-huh
God damn right it's a beautiful day Uh-huh
God damn right it's a beautiful day Uh-huh

The kids flip their lids when their heads hear that crazy sound
My neighbor digs the flavor still he's moving to another town
(and I don't believe he'll come back)

God damn right it's a beautiful day Uh-huh
God damn right it's a beautiful day Uh-huh

Your mind don't know how you're taking all the shit you see
Don't believe anyone but most of all don't believe me

God damn right it's a beautiful day Uh-huh [Repeat: x4]"
